ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO
675093,1982,ŠUJICA,LJUBLJANA,311/3,6,,,1/1,,236,,,457695.52,100980.07,2024
675093,1982,ŠUJICA,LJUBLJANA,313/43,5,,,1/1,,1905,,,457692.5,101014.15,2024
675094,2636,BEŽIGRAD,LJUBLJANA,1082,5,,,1/1,,525,,,462388.46,102976.28,2024
675094,2636,BEŽIGRAD,LJUBLJANA,1083,6,,,1/1,,458,,,462391.26,102997.81,2024
675097,1770,KAŠELJ,LJUBLJANA,2242/6,5,,,1/1,,903,,,468422.45,101222.02,2024
675097,1770,KAŠELJ,LJUBLJANA,2250/75,6,,,1/1,,901,,,468425.43,101187.04,2024
675098,1753,VIŽMARJE,LJUBLJANA,571/10,5,,,1/1,,1250,,,458424.8,107866.58,2024
675098,1753,VIŽMARJE,LJUBLJANA,571/12,6,,,1/1,,380,,,458426.75,107843.98,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,300/13,5,,,252/10000,,27,,,563409.06,160032.76,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/39,5,,,84/10000,,12,,,563350.34,160141.66,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/37,5,,,84/10000,,983,,,563412.39,160068.37,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,300/17,5,,,84/10000,,7,,,563423.22,160016.74,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/33,5,,,84/10000,,112,,,563338.11,160129.93,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/34,5,,,84/10000,,985,,,563377.2,160058.42,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/35,5,,,42/10000,,778,,,563347.86,160083.2,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/36,5,,,32/10000,,205,,,563434.33,160019.78,2024
392665,532,LENART V SLOVENSKIH GORICAH,LENART,307/38,5,,,32/10000,,768,,,563403.07,160094.05,2024
648011,1310,NOVA VAS,BREŽICE,2047/1,5,,,1/1,,7900,,,552536.78,78379.02,2024
675119,1771,ZADOBROVA,LJUBLJANA,573/4,5,,,1/1,,590,,,467716.81,102759.02,2024
675119,1771,ZADOBROVA,LJUBLJANA,573/5,5,,,1/1,,182,,,467713.72,102784.85,2024
675119,1771,ZADOBROVA,LJUBLJANA,573/7,5,,,1/1,,729,,,467714.91,102776.89,2024
660046,884,FARNA VAS,PREVALJE,147/5,1,,,1/1,,15,,,493959.48,156612.71,2024
660046,884,FARNA VAS,PREVALJE,147/6,1,,,1/1,,282,,,493950.79,156609.23,2024
660046,884,FARNA VAS,PREVALJE,147/9,1,,,1/1,,308,,,493959.99,156516.78,2024
660046,884,FARNA VAS,PREVALJE,148/8,1,,,1/1,,86,,,493950.02,156597.93,2024
671135,2319,BUKOVICA,RENČE-VOGRSKO,528/7,5,,,1/1,,574,,,397172.64,85772.35,2024
671135,2319,BUKOVICA,RENČE-VOGRSKO,528/19,5,,,1/1,,139,,,397137.13,85659.71,2024
678631,1075,OSTROŽNO,CELJE,895/13,5,,,1/1,,17,,,518941.99,123653.31,2024
678631,1075,OSTROŽNO,CELJE,906/92,5,,,1/1,,63,,,518991.28,123628.84,2024
678631,1075,OSTROŽNO,CELJE,974/134,5,,,1/1,,82,,,518978.69,123575.92,2024
678631,1075,OSTROŽNO,CELJE,974/153,5,,,1/1,,81,,,518955.84,123582.17,2024
678629,2401,VIPAVA,VIPAVA,1713/55,5,,,1/1,,1369,,,419295.5,78938.4,2024
678630,658,KOROŠKA VRATA,MARIBOR,1228,5,,,1/1,,1014,,,548813.45,158222.35,2024
678632,1077,CELJE,CELJE,797/6,5,,,1/1,,56,,,519563.79,121429.01,2024
678632,1077,CELJE,CELJE,797/63,5,,,1/1,,230,,,519583.58,121424.29,2024
678632,1077,CELJE,CELJE,804,5,,,1/1,,662,,,519583.04,121410.48,2024
655694,992,POLZELA,POLZELA,308/1,2,,,1/1,,582,,,506421.04,125891.97,2024
655694,992,POLZELA,POLZELA,308/2,1,,,1/1,,92,,,506441.04,125930.33,2024
655694,992,POLZELA,POLZELA,308/3,1,,,1/1,,15,,,506438.04,125917.66,2024
655694,992,POLZELA,POLZELA,308/4,1,,,1/1,,572,,,506391.88,125902.99,2024
655694,992,POLZELA,POLZELA,309/3,1,,,1/1,,423,,,506418.47,125910.61,2024
671676,2302,KROMBERK,NOVA GORICA,1132/2,5,,,1/1,,2338,,,396581.14,91559.74,2024
671676,2302,KROMBERK,NOVA GORICA,1130/6,5,,,1/1,,151,,,396512.67,91558.38,2024
671676,2302,KROMBERK,NOVA GORICA,1132/1,5,,,1/1,,1518,,,396614.19,91520.21,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/1,5,,,1/1,,53,,,396514.81,91553.73,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/3,5,,,1/1,,172,,,396544.34,91537.02,2024
671676,2304,NOVA GORICA,NOVA GORICA,1970/4,5,,,1/1,,12,,,396614.31,91517.22,2024
675116,1726,ŠENTPETER,LJUBLJANA,241/7,5,,,10/100,,334,,,463308.53,101868.33,2024
675116,1726,ŠENTPETER,LJUBLJANA,241/8,5,,,10/100,,282,,,463321.31,101887.3,2024
675121,2455,SEŽANA,SEŽANA,6317/3,5,,,1/1,,3121,,,411855.54,63645.04,2024
675123,1735,STOŽICE,LJUBLJANA,888/1,5,,,1/1,,1277,,,462167.72,105170.66,2024
675123,1735,STOŽICE,LJUBLJANA,888/2,5,,,1/1,,395,,,462158.36,105131.23,2024
675123,1735,STOŽICE,LJUBLJANA,888/3,5,,,1/1,,16,,,462182.73,105188.8,2024
675123,1735,STOŽICE,LJUBLJANA,888/4,5,,,1/1,,28,,,462178.57,105125.53,2024
671676,2304,NOVA GORICA,NOVA GORICA,853/1,5,,,1/1,,31,,,396504.54,91559.17,2024
671676,2304,NOVA GORICA,NOVA GORICA,853/3,5,,,1/1,,152,,,396567.19,91528.66,2024
671676,2304,NOVA GORICA,NOVA GORICA,854/247,5,,,1/1,,19,,,396499.85,91560.19,2024
750201,642,PERNICA,PESNICA,109/13,5,,,1/1,,1048,,,555013.86,159996.73,2024
752871,1908,PODGORJE,KAMNIK,1367/2,5,,,1/1,,306,,,468858.29,118419.59,2024
752871,1908,PODGORJE,KAMNIK,1367/3,1,,,1/1,,707,,,468871.74,118415.74,2024
752871,1908,PODGORJE,KAMNIK,1367/4,1,,,1/1,,515,,,468887.68,118432.11,2024
752871,1908,PODGORJE,KAMNIK,1367/5,1,,,1/1,,501,,,468893.52,118412.32,2024
753281,2315,ŠEMPETER,NOVA GORICA,2887/3,1,,,1/1,,474,,,394641.72,88642.47,2024
756870,2119,,,2031/1,1,,,1090/10000,,112,,,454952.93,122223.35,2024
752967,2631,PORTOROŽ,PIRAN,1060/16,1,,,1/1,,9,397,4,389241.37,43015.3,2024
752967,2631,PORTOROŽ,PIRAN,1060/17,1,,,1/1,,11,485,4,389244.39,43013.27,2024
752967,2631,PORTOROŽ,PIRAN,1066/4,1,,,1/1,,107,4715,4,389264.7,43012.12,2024
753625,2248,TOLMIN,TOLMIN,742/3,1,,,459/2000,,1476,,,402199.56,116804.19,2024
750924,389,NOVA VAS PRI PTUJU,PTUJ,117/29,5,,,1/1,,304,,,568641.46,144192.33,2024
743299,1535,ČRNOMELJ,ČRNOMELJ,42/16,1,,,1/1,,604,,,515029.94,48003.74,2024
743297,964,VELENJE,VELENJE,2427/14,1,,,1/1,,711,,,509576.06,135728.28,2024
743297,964,VELENJE,VELENJE,2427/2,1,,,1/1,,451,,,509564.96,135714.45,2024
820051,338,SREDIŠČE,SREDIŠČE OB DRAVI,766/17,3,,,1/1,,906,,,598467.31,140091.06,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/31,5,,,3033/10559,,40,,,467710.13,103541.59,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/18,5,,,3033/10559,,8,,,467751.26,103694.56,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/33,5,,,3033/10559,,32,,,467725.84,103539.18,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/20,5,,,3033/10559,,52,,,467736.98,103695.89,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/45,5,,,3033/10559,,111,,,467764.54,103690.43,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/25,5,,,3033/10559,,488,,,467716.64,103627.16,2024
820270,1771,ZADOBROVA,LJUBLJANA,306/21,5,,,1/1,,507,,,467727.57,103689.95,2024
820272,2128,ZGORNJA BESNICA,KRANJ,342/13,3,,,1/1,,435,,,444244.33,125091.29,2024
819414,2102,KOKRICA,KRANJ,303/4,5,,,1/1,,584,,,450338.35,125211.92,2024
819414,2102,KOKRICA,KRANJ,303/7,5,,,1/1,,81,,,450332.07,125202.66,2024
819419,1378,BREZOVO,SEVNICA,284,9,,,1/1,,6521,,,527250.33,95363.22,2024
820039,1501,VINJA VAS,NOVO MESTO,1000/2,3,,,1/1,,604,,,517792.77,65855.12,2024
819397,1437,ŠMIHEL PRI ŽUŽEMBERKU,ŽUŽEMBERK,2462/9,3,,,1/1,,80,,,490427.24,78873.55,2024
820262,90,FOKOVCI,MORAVSKE TOPLICE,1697/4,1,,,1/1,,305,,,596865.23,177875.19,2024
820262,90,FOKOVCI,MORAVSKE TOPLICE,1697/5,7,,,1/1,,194,,,596826.56,177852.05,2024
819459,1477,VRHPOLJE,ŠENTJERNEJ,1141/6,3,,,1/1,,750,,,525479.19,75283.02,2024
819459,1477,VRHPOLJE,ŠENTJERNEJ,1141/7,3,,,1/1,,551,,,525475.87,75267.4,2024
819461,1469,TOMAŽJA VAS,ŠKOCJAN,930/1,7,,,1/1,,2940,,,522517.36,81123.59,2024
819461,1469,TOMAŽJA VAS,ŠKOCJAN,930/2,7,,,1/1,,1025,,,522514.29,81100.66,2024
819461,1468,BELA CERKEV,ŠMARJEŠKE TOPLICE,2558/1,7,,,1/1,,9165,,,522433.16,81092.28,2024
820297,1914,ZNOJILE,KAMNIK,577/2,9,,,1/1,,428,,,477182.58,123727.17,2024
820297,1914,ZNOJILE,KAMNIK,578/1,9,,,1/1,,1380,,,477093.65,123742.7,2024
820297,1914,ZNOJILE,KAMNIK,578/7,9,,,1/1,,2845,,,477147.85,123733.64,2024
820299,932,ŠENTJANŽ,LJUBNO,965,3,,,1/2,,881,,,489679.97,132039.07,2024
820299,932,ŠENTJANŽ,LJUBNO,966,7,,,1/2,,770,,,489687.13,132063.12,2024
820299,932,ŠENTJANŽ,LJUBNO,967,9,,,1/2,,1676,,,489698.72,132081.84,2024
820299,932,ŠENTJANŽ,LJUBNO,968,9,,,1/2,,691,,,489714.93,132113.89,2024
820316,1755,GLINCE,LJUBLJANA,1527/11,5,,,1/1,,16,,,457876.02,104336.32,2024
820321,1527,SEMIČ,SEMIČ,*289/4,5,,,1/1,,22,,,514484.92,57756.94,2024
820339,2593,OLTRA,ANKARAN,1379,5,,,1/1,,354,,,401224.71,49755.27,2024
819469,93,TEŠANOVCI,MORAVSKE TOPLICE,711,7,,,1/1,,9383,,,594921.98,173726.47,2024
819504,1982,ŠUJICA,DOBROVA-POLHOV GRADEC,35/2,5,,,1/8,,406,,,454368.15,102551.19,2024
819504,1982,ŠUJICA,DOBROVA-POLHOV GRADEC,35/1,5,,,1/8,,671,,,454384.07,102562.59,2024
819508,2118,CERKLJE,CERKLJE NA GORENJSKEM,602/9,5,,,1/4,,409,,,460348.21,123987.82,2024
819509,1974,ZGORNJE PIRNIČE,MEDVODE,800/4,5,,,1/1,,287,,,455116.22,111891.31,2024
819512,1496,PODTURN,DOLENJSKE TOPLICE,2531/1,7,,,1/1,,34,,,503516.23,67490.74,2024
819512,1496,PODTURN,DOLENJSKE TOPLICE,2531/2,7,,,1/1,,398,,,503366.32,67385.59,2024
819512,1496,PODTURN,DOLENJSKE TOPLICE,2531/3,7,,,1/1,,1035,,,503434.81,67433.51,2024
819512,1496,PODTURN,DOLENJSKE TOPLICE,2113,7,,,1/1,,547,,,503783.44,66704.79,2024
820340,2606,SEMEDELA,KOPER,543/23,5,,,1/1,,159,,,399677.36,45009.92,2024
820344,2611,MAREZIGE,KOPER,3354,5,,,1/1,,208,,,405989.03,42724.82,2024
820384,1749,GAMELJNE,LJUBLJANA,453/25,7,,,1/1,,370,,,461015.15,110201.52,2024
820389,136,MELINCI,BELTINCI,1780,7,,,11/250,,2930,,,595015.09,158998.02,2024
820394,140,ČRENŠOVCI,ČRENŠOVCI,2486,9,,,1/1,,1328,,,600422.15,157742.55,2024
819518,1577,KOČEVJE,KOČEVJE,788/9,3,,,1/1,,72,,,489114.66,56245.6,2024
820867,180,ČRNCI,APAČE,112/9,5,,,1/1,,80,,,567900.47,174085.48,2024
820867,181,APAČE,APAČE,314/6,7,,,1/1,,1002,,,568717.28,174839.71,2024
820867,180,ČRNCI,APAČE,34/3,7,,,8/9,,16092,,,568637.56,175025.24,2024
820867,181,APAČE,APAČE,313/1,7,,,1/1,,590,,,568732.73,174997.85,2024
820867,181,APAČE,APAČE,318,7,,,1/1,,7253,,,568815.26,174878.16,2024
820867,181,APAČE,APAČE,312/6,7,,,1/1,,3350,,,568809.21,174978.74,2024
820867,181,APAČE,APAČE,313/4,7,,,1/1,,420,,,568731.39,175019.02,2024
820867,180,ČRNCI,APAČE,114/4,5,,,1/1,,1052,,,567942.85,174087.63,2024
820867,180,ČRNCI,APAČE,458,7,,,1/1,,6411,,,568766.02,172505.76,2024
820867,181,APAČE,APAČE,319,7,,,1/1,,231,,,568856.37,174951.26,2024
820867,181,APAČE,APAČE,314/1,7,,,1/1,,6130,,,568736.31,174904.56,2024
820874,1277,MALI VRH,BREŽICE,205,7,,,1/1,,1683,,,547850.09,92263.12,2024
820874,1277,MALI VRH,BREŽICE,206,9,,,1/1,,2622,,,547867.97,92218.76,2024
820875,1577,KOČEVJE,KOČEVJE,866/11,3,,,1/1,,92,,,488846.31,56187.65,2024
820875,1577,KOČEVJE,KOČEVJE,866/17,3,,,1/1,,164,,,488840.21,56177.11,2024
820875,1577,KOČEVJE,KOČEVJE,866/18,3,,,1/2,,50,,,488834.01,56172.08,2024
820887,2030,SUHA,ŠKOFJA LOKA,1071/34,3,,,7/13,,923,,,447179.38,114592.35,2024
820913,1331,KOSTANJEVICA,KOSTANJEVICA NA KRKI,2462,7,,,1/1,,2106,,,529918.05,79188.08,2024
820920,1293,VELIKI OBREŽ,BREŽICE,477/4,7,,,1/1,,6272,,,553186.02,86048.56,2024
820925,2181,ZABREZNICA,ŽIROVNICA,256/5,5,,,1/1,,179,,,434115.67,140631.43,2024
820938,2712,DOBRAVA,MARIBOR,825/1,9,,,1/1,,1550,,,552740.13,154172.71,2024
820938,2712,DOBRAVA,MARIBOR,856/1,9,,,1/1,,1464,,,552321.92,153854.73,2024
820968,1719,LUŽARJI,VELIKE LAŠČE,493/15,5,,,1/1,,974,,,469027.08,74028.41,2024
820969,71,STRUKOVCI,PUCONCI,419,7,,,1/1,,3262,,,581073.2,175081.19,2024
820975,2296,LOKOVEC,NOVA GORICA,526/25,5,,,1/1,,41,,,403392.73,99403.81,2024
820986,2002,VRHNIKA,VRHNIKA,2708/24,3,,,1/1,,230,,,446574.12,93251.91,2024
820987,2002,VRHNIKA,VRHNIKA,2708/5,3,,,1/1,,24,,,446526.42,93284.5,2024
820998,1973,MEDVODE,MEDVODE,78/244,6,,,1/1,,18,,,454464.08,111658.1,2024
821012,1755,GLINCE,LJUBLJANA,560,3,,,1/1,,1308,,,457918.92,104861.99,2024
821043,1577,KOČEVJE,KOČEVJE,866/18,3,,,1/2,,50,,,488834.01,56172.08,2024
821044,1138,ŠENTJUR PRI CELJU,ŠENTJUR,169/3,3,,,1/2,,8,,,530664.76,120427.87,2024
821044,1138,ŠENTJUR PRI CELJU,ŠENTJUR,169/2,3,,,1/2,,93,,,530668.63,120420.59,2024
821044,1138,ŠENTJUR PRI CELJU,ŠENTJUR,169/5,3,,,1/2,,58,,,530659.2,120429.52,2024
821044,1138,ŠENTJUR PRI CELJU,ŠENTJUR,169/6,3,,,1/2,,41,,,530661.99,120436.45,2024
821044,1138,ŠENTJUR PRI CELJU,ŠENTJUR,169/4,5,,,1/2,,24,,,530657.62,120424.08,2024
821061,934,ZGORNJE POBREŽJE,REČICA OB SAVINJI,194/6,7,,,1/1,,621,,,491935.19,129416.66,2024
821078,581,KANIŽA,ŠENTILJ,87/2,7,,,1/2,,926,,,551043.99,167120.56,2024
821085,1672,RAVNIK,BLOKE,322/2,7,,,1/1,,4442,,,462433.91,73835.3,2024
821085,1672,RAVNIK,BLOKE,197/2,7,,,1/1,,4240,,,462202.6,73473.88,2024
821092,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,243/673,6,,,1/1,,15,,,463872.28,98552.06,2024
821092,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,243/698,6,,,1/1,,10,,,463931.62,98556.27,2024
821102,1884,LOKE PRI ZAGORJU,ZAGORJE OB SAVI,198/2,5,,,1/1,,1602,,,497150.7,111305.92,2024
821102,1884,LOKE PRI ZAGORJU,ZAGORJE OB SAVI,198/23,6,,,1/1,,1063,,,497210.42,111256.19,2024
821111,2715,CETORE,IZOLA,3210/3,3,,,1/1,,573,,,395036.57,42185.25,2024
821113,2628,MALIJA,IZOLA,4864/27,7,,,1/1,,127,,,393310.99,42270.17,2024
821113,2628,MALIJA,IZOLA,4864/29,7,,,1/1,,669,,,393319.52,42260.2,2024
821177,1272,STARA VAS,BREŽICE,752,9,,,1/1,,813,,,553364.57,93709.99,2024
821177,1272,STARA VAS,BREŽICE,753,9,,,1/1,,356,,,553337.13,93702.92,2024
821182,131,BELTINCI,BELTINCI,2498/3,3,,,1/1,,265,,,594901.41,162884.86,2024
821187,520,BENEDIKT,BENEDIKT,559/2,7,,,1/1,,2974,,,568339.68,162602.44,2024
821187,520,BENEDIKT,BENEDIKT,564/2,7,,,1/1,,144,,,568376.49,162666.92,2024
821198,2003,VERD,VRHNIKA,1439,5,,,1/1,,2988,,,447610.2,90744.56,2024
821198,2003,VERD,VRHNIKA,*140,5,,,1/1,,198,,,447590.51,90739.21,2024
821220,631,SPODNJA SELNICA,SELNICA OB DRAVI,63/3,7,,,1/1,,1674,,,539187.54,157283.05,2024
821232,2524,TRNOVO,ILIRSKA BISTRICA,1009,5,,,1/1,,151,,,440714.1,48435.44,2024
821232,2524,TRNOVO,ILIRSKA BISTRICA,3320,5,,,1/1,,431,,,440726.83,48442.48,2024
821243,282,SAVCI,SVETI TOMAŽ,1062/15,5,,,1/1,,4896,,,580486.5,148702.41,2024
821243,282,SAVCI,SVETI TOMAŽ,1059/4,3,,,1/1,,209,,,580502.62,148668.75,2024
821255,1423,VRHTREBNJE,TREBNJE,380/5,1,,,1/1,,176,,,499909.21,83959.91,2024
821255,1423,VRHTREBNJE,TREBNJE,662/3,9,,,1/1,,1175,,,500393.5,83752.65,2024
821255,1423,VRHTREBNJE,TREBNJE,244/4,7,,,1/1,,608,,,499510.27,83603.84,2024
821255,1423,VRHTREBNJE,TREBNJE,380/7,5,,,1/1,,32,,,499896.24,83958.56,2024
821255,1423,VRHTREBNJE,TREBNJE,380/6,5,,,1/1,,33,,,499907.33,83954.38,2024
821255,1423,VRHTREBNJE,TREBNJE,380/3,5,,,1/1,,1278,,,499898.46,83936.65,2024
821255,1423,VRHTREBNJE,TREBNJE,380/8,5,,,1/1,,47,,,499920.83,83955.72,2024
821255,1423,VRHTREBNJE,TREBNJE,380/4,5,,,1/1,,47,,,499926.73,83958.96,2024
821255,1423,VRHTREBNJE,TREBNJE,244/6,7,,,1/1,,48,,,499507.36,83583.84,2024
821255,1423,VRHTREBNJE,TREBNJE,380/9,5,,,1/1,,120,,,499919.85,83968.59,2024
821255,1423,VRHTREBNJE,TREBNJE,244/5,7,,,1/1,,581,,,499487.49,83592.38,2024
821262,181,APAČE,APAČE,12/11,3,,,1/1,,16,,,569552.08,173517.32,2024
821262,181,APAČE,APAČE,12/10,3,,,1/1,,10,,,569530.41,173525.31,2024
821262,181,APAČE,APAČE,12/2,5,,,1/1,,764,,,569530.48,173509.36,2024
820610,1887,ŠENTLAMBERT,ZAGORJE OB SAVI,1947/7,5,,,1/1,,872,,,494262.45,107287.07,2024
820615,2301,RAVNICA,NOVA GORICA,1329,5,,,1/1,,160,,,398966.17,94268.32,2024
820615,2301,RAVNICA,NOVA GORICA,1330/2,5,,,1/1,,70,,,398955.27,94276.92,2024
820615,2301,RAVNICA,NOVA GORICA,332,7,,,1/1,,428,,,398961.9,93974.7,2024
820615,2301,RAVNICA,NOVA GORICA,339/2,7,,,1/1,,173,,,398925.37,93985.08,2024
820615,2301,RAVNICA,NOVA GORICA,339/1,7,,,1/1,,698,,,398940.81,93979.79,2024
820618,134,DOKLEŽOVJE,BELTINCI,2819,7,,,1/1,,9203,,,590440.56,163963.87,2024
820618,134,DOKLEŽOVJE,BELTINCI,2719,7,,,1/1,,19628,,,589494.97,163609.25,2024
820619,1472,OSTROG,ŠENTJERNEJ,3919,7,,,1/1,,1689,,,529004.27,79678.32,2024
820639,465,HRASTOVEC,ZAVRČ,867/6,7,,,1/1,,417,,,580318.08,137422.2,2024
820639,465,HRASTOVEC,ZAVRČ,867/5,5,,,1/1,,275,,,580289.92,137430.61,2024
820658,2501,PETELINJE,PIVKA,1633,7,,,1/1,,2140,,,436912.46,61550.32,2024
820658,2500,SELCE,PIVKA,2990/107,9,,,1/1,,5803,,,435574.28,60950.81,2024
820702,1456,NOVO MESTO,NOVO MESTO,1004/5,5,,,1/1,,81,,,512706.69,74556.78,2024
820711,1270,BREZJE,BREŽICE,530,9,,,1/1,,1170,,,551176.06,93785.02,2024
820715,203,OČESLAVCI,GORNJA RADGONA,376/3,5,,,1/1,,1025,,,577348.32,163701.39,2024
820715,203,OČESLAVCI,GORNJA RADGONA,374/1,5,,,1/1,,1121,,,577308.28,163696.52,2024
820718,348,TRNOVSKI VRH,TRNOVSKA VAS,712/7,7,,,1/1,,1137,,,567725.57,153117.92,2024
820720,2584,ZAZID,KOPER,494/2,3,,,1/5,,61,,,416458.32,40856.02,2024
820720,2584,ZAZID,KOPER,494/4,3,,,1/5,,18,,,416463.1,40851.34,2024
820741,2103,PREDOSLJE,KRANJ,418,9,,,1/24,,13556,,,451417.87,126589.06,2024
823648,485,SKORIŠNJAK,VIDEM,339/1,7,,,1/1,,3600,,,573400.73,130580.19,2024
823648,485,SKORIŠNJAK,VIDEM,340,5,,,1/1,,1234,,,573394.89,130522.09,2024
823648,485,SKORIŠNJAK,VIDEM,341,7,,,1/1,,2207,,,573357.43,130597.19,2024
823648,485,SKORIŠNJAK,VIDEM,342/1,7,,,1/1,,2018,,,573328.69,130515.72,2024
823648,485,SKORIŠNJAK,VIDEM,342/3,7,,,1/1,,5220,,,573320.07,130559.35,2024
823648,485,SKORIŠNJAK,VIDEM,345/1,7,,,1/1,,2420,,,573333.92,130462.57,2024
823648,485,SKORIŠNJAK,VIDEM,345/2,7,,,1/1,,2307,,,573359.71,130486.47,2024
823648,485,SKORIŠNJAK,VIDEM,346,7,,,1/1,,9513,,,573407.19,130383.25,2024
823648,485,SKORIŠNJAK,VIDEM,347,7,,,1/1,,1111,,,573445.41,130402.8,2024
823648,485,SKORIŠNJAK,VIDEM,348,7,,,1/1,,957,,,573398.76,130284.55,2024
823648,485,SKORIŠNJAK,VIDEM,349/1,7,,,1/1,,5336,,,573349.18,130302.42,2024
823648,485,SKORIŠNJAK,VIDEM,349/2,7,,,1/1,,3360,,,573259.3,130333.32,2024
823648,485,SKORIŠNJAK,VIDEM,360/4,7,,,1/1,,1066,,,573372.36,130450.84,2024
823648,485,SKORIŠNJAK,VIDEM,*67,5,,,1/1,,1210,,,573375.18,130524.89,2024
823650,358,JURŠINCI,JURŠINCI,46/1,9,,,1/1,,11524,,,574469.06,149604.9,2024
823650,358,JURŠINCI,JURŠINCI,46/2,8,1,35,1/1,,716,,,574491.2,149551.32,2024
823650,358,JURŠINCI,JURŠINCI,47/1,8,1,35,1/1,,3970,,,574410.02,149499.43,2024
823650,358,JURŠINCI,JURŠINCI,47/2,8,1,35,1/1,,416,,,574389.55,149354.31,2024
823650,358,JURŠINCI,JURŠINCI,48,8,1,35,1/1,,2633,,,574459.21,149509.72,2024
823650,358,JURŠINCI,JURŠINCI,50/1,8,1,35,1/1,,2769,,,574407.24,149424.92,2024
823650,358,JURŠINCI,JURŠINCI,50/2,8,1,35,1/1,,615,,,574383.32,149426.97,2024
823650,358,JURŠINCI,JURŠINCI,52,8,1,35,1/1,,5424,,,574355.41,149341.78,2024
823650,358,JURŠINCI,JURŠINCI,53/1,8,1,35,1/1,,263,,,574346.48,149289.18,2024
823650,358,JURŠINCI,JURŠINCI,53/2,9,,,1/1,,3214,,,574309.38,149392.16,2024
823650,358,JURŠINCI,JURŠINCI,53/3,9,,,1/1,,474,,,574320.88,149415.99,2024
823650,375,ROTMAN,JURŠINCI,*1,5,,,1/1,,1374,,,574614.1,149534.88,2024
823650,375,ROTMAN,JURŠINCI,1/1,8,1,35,1/1,,4844,,,574591.98,149482.58,2024
823650,375,ROTMAN,JURŠINCI,1/2,8,1,35,1/1,,15360,,,574462.48,149423.94,2024
823650,375,ROTMAN,JURŠINCI,1/3,8,1,35,1/1,,2306,,,574528.98,149511.35,2024
823650,375,ROTMAN,JURŠINCI,1/6,8,1,35,1/1,,3005,,,574649.26,149496.66,2024
823650,375,ROTMAN,JURŠINCI,3,8,1,35,1/1,,25588,,,574628.45,149357.87,2024
823650,375,ROTMAN,JURŠINCI,5,8,1,35,1/1,,1635,,,574509.18,149314.26,2024
823650,375,ROTMAN,JURŠINCI,7/1,8,1,35,1/1,,12608,,,574608.4,149291.39,2024
823650,375,ROTMAN,JURŠINCI,7/2,9,,,1/1,,9963,,,574487.52,149283.55,2024
823650,375,ROTMAN,JURŠINCI,8/1,5,,,1/1,,593,,,574610.32,149514.21,2024
823650,375,ROTMAN,JURŠINCI,8/2,3,,,1/1,,252,,,574612.95,149552.8,2024
823650,375,ROTMAN,JURŠINCI,9,8,1,35,1/1,,6118,,,574582.76,149565.01,2024
823659,2621,GRADIN,KOPER,2140,3,,,1/2,,245,,,408082.3,33703.59,2024
823659,2621,GRADIN,KOPER,2808,3,,,1/2,,43,,,408105.04,33696.99,2024
823659,2621,GRADIN,KOPER,2809,3,,,1/2,,43,,,408098.16,33689.75,2024
823660,1174,TRŠKA GORCA,ROGATEC,612,9,,,1/1,,13178,,,556398.55,121850.33,2024
823874,829,DRAVOGRAD,DRAVOGRAD,1077/1,5,,,1/1,,60,,,502111.67,161099.35,2024
823876,2631,PORTOROŽ,PIRAN,5363,5,,,576/4608,,130,,,391405.98,41883.44,2024
823881,2631,PORTOROŽ,PIRAN,1432/27,3,,,1/1,,662,,,389871.39,42773.2,2024
823877,2631,PORTOROŽ,PIRAN,5194/5,5,,,1/1,,74,,,390641.99,42084.38,2024
823794,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,837/4,6,,,6/10,,255,,,459602.81,105746.46,2024
823798,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/5,4,,,6/10,,1057,,,459588.41,105647.78,2024
810080,2015,GORENJI LOGATEC,LOGATEC,218/2,7,,,1/1,,7199,,,438580.95,85746.15,2024
810083,390,MESTNI VRH,PTUJ,281/6,9,,,1/1,,801,,,565682.08,145961.01,2024
