ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO
808791,1,15.01.2024,23.11.2023,176200,0,,,,,,15.04.2025,15.01.2024,1,2,2024
828622,1,15.08.2024,20.05.2024,210000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
829602,1,15.08.2024,17.07.2024,105000,0,,,,,,15.04.2025,15.08.2024,1,1,2024
813612,1,29.02.2024,22.01.2024,358419.36,1,3,,,,,15.04.2025,29.02.2024,1,2,2024
814964,1,15.03.2024,19.03.2023,202856.21,1,3,,,,,15.04.2025,15.03.2024,1,2,2024
812767,1,16.02.2024,19.01.2024,3640,0,,,,,,15.04.2025,16.02.2024,1,2,2024
883483,1,19.11.2024,19.09.2024,16500,0,,,,,,15.04.2025,19.11.2024,1,2,2024
815727,1,16.03.2024,19.02.2024,320,0,,,,,,15.04.2025,16.03.2024,1,2,2024
808924,1,15.01.2024,04.12.2023,122,1,4,,,,,15.04.2025,15.01.2024,1,3,2024
828807,1,15.08.2024,06.06.2024,195000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
828647,1,15.08.2024,27.05.2024,12225,0,,,,,,15.04.2025,15.08.2024,1,2,2024
833998,1,16.10.2024,29.08.2024,6700,0,,,,,,15.04.2025,16.10.2024,1,2,2024
822403,1,17.06.2024,23.04.2024,180000,0,,,,,,15.04.2025,17.06.2024,1,2,2024
825052,1,16.07.2024,11.04.2024,1000,0,,,,,,15.04.2025,16.07.2024,1,2,2024
814659,1,15.03.2024,30.01.2024,105000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
811219,1,15.02.2024,22.08.2016,12998.33,0,,,,,,15.04.2025,15.02.2024,1,3,2024
827157,1,31.07.2024,27.05.2021,261163,1,3,,,IZROČITEV MARCA 2024,,15.04.2025,31.07.2024,1,1,2024
822905,1,17.06.2024,08.05.2024,1520,0,,,,,,15.04.2025,17.06.2024,1,2,2024
886003,1,16.12.2024,05.10.2024,8240,0,,,,,,15.04.2025,16.12.2024,1,2,2024
815114,1,15.03.2024,04.02.2024,21000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
828106,1,15.08.2024,03.06.2024,55051.06,0,,,,,,15.04.2025,15.08.2024,1,3,2024
826954,1,29.07.2024,14.09.2021,398070,1,3,,,IZROČITEV 31.3.2024,,15.04.2025,29.07.2024,1,1,2024
835174,2,17.10.2024,30.08.2024,51496.2,1,4,,,,,15.04.2025,17.10.2024,1,2,2024
824258,2,02.07.2024,15.05.2024,1468.88,1,4,,,,,15.04.2025,02.07.2024,1,2,2024
812794,1,16.02.2024,25.01.2024,150000,0,,,,,,15.04.2025,16.02.2024,1,1,2024
833934,1,16.10.2024,14.08.2024,250,0,,,,,,15.04.2025,16.10.2024,1,2,2024
815197,3,15.03.2024,24.01.2024,3000,0,,,,,,15.04.2025,15.03.2024,1,4,2024
823835,1,18.06.2024,24.05.2024,952,0,,,,,,15.04.2025,18.06.2024,1,2,2024
830789,1,09.09.2024,25.07.2024,84000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
810376,1,24.01.2024,29.11.2023,480,0,,,,,,15.04.2025,24.01.2024,1,3,2024
828435,1,15.08.2024,28.06.2024,105000,0,,,,,,15.04.2025,15.08.2024,1,1,2024
823800,1,18.06.2024,15.05.2024,32500,0,,,,,,15.04.2025,18.06.2024,1,2,2024
885875,1,16.12.2024,28.10.2024,60000,0,,,,,,15.04.2025,16.12.2024,1,2,2024
817889,1,15.04.2024,11.03.2024,7596,0,,,,,,15.04.2025,15.04.2024,1,2,2024
829619,1,15.08.2024,08.05.2024,12500,0,,,,,,15.04.2025,15.08.2024,1,2,2024
831198,1,09.09.2024,01.08.2024,85000,0,,,,,,15.04.2025,09.09.2024,1,1,2024
815593,1,15.03.2024,10.02.2024,67680,0,,,,,,15.04.2025,15.03.2024,1,3,2024
818089,1,15.04.2024,12.03.2024,22000,0,,,,,,15.04.2025,15.04.2024,1,2,2024
834764,1,17.10.2024,13.09.2024,137752,0,,,,,,15.04.2025,17.10.2024,1,1,2024
831095,1,09.09.2024,08.07.2024,5750,0,,,,,,15.04.2025,09.09.2024,1,3,2024
824032,1,26.06.2024,06.01.2020,73017,1,4,,,,,15.04.2025,26.06.2024,1,1,2024
824994,1,16.07.2024,14.05.2024,176000,0,,,,,,15.04.2025,16.07.2024,1,2,2024
823635,1,18.06.2024,30.04.2024,125000,0,,,,,,15.04.2025,18.06.2024,1,2,2024
882602,1,15.11.2024,17.09.2024,9890,0,,,,,,15.04.2025,15.11.2024,1,2,2024
882476,1,15.11.2024,16.07.2024,12000,0,,,,,,15.04.2025,15.11.2024,1,2,2024
828830,1,15.08.2024,19.06.2024,30000,0,,,,,,15.04.2025,15.08.2024,1,4,2024
812484,1,15.02.2024,27.12.2023,41601,0,,,,,,15.04.2025,15.02.2024,1,1,2024
829042,1,15.08.2024,03.06.2024,20000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
826237,1,17.07.2024,07.06.2024,270000,0,,,,,,15.04.2025,17.07.2024,1,1,2024
834865,1,17.10.2024,13.09.2024,1000,0,,,,,,15.04.2025,17.10.2024,1,3,2024
887314,1,20.12.2024,22.11.2023,40000,0,,,,,,15.04.2025,20.12.2024,1,3,2024
822155,1,17.06.2024,18.04.2024,105000,0,,,,,,15.04.2025,17.06.2024,1,2,2024
830998,1,09.09.2024,16.08.2021,9306.7,0,,,,,,15.04.2025,09.09.2024,1,2,2024
887628,1,20.12.2024,13.11.2023,9648,0,,,,,,15.04.2025,20.12.2024,1,3,2024
829059,1,15.08.2024,07.06.2024,37255,0,,,,,,15.04.2025,15.08.2024,1,2,2024
808723,1,15.01.2024,30.11.2023,110000,0,,,,,,15.04.2025,15.01.2024,1,3,2024
811626,1,15.02.2024,22.12.2023,13370,0,,,,,,15.04.2025,15.02.2024,1,2,2024
887062,3,17.12.2024,15.11.2024,232500,0,,,,,,15.04.2025,17.12.2024,1,3,2024
825874,1,17.07.2024,30.05.2024,15000,0,,,,,,15.04.2025,17.07.2024,1,2,2024
813078,1,21.02.2024,07.02.2024,50861.8,1,4,,,,,15.04.2025,21.02.2024,1,1,2024
817724,1,15.04.2024,04.03.2024,2732.8,1,4,,,,,15.04.2025,15.04.2024,1,3,2024
829588,1,15.08.2024,26.06.2024,17208,0,,,,,,15.04.2025,15.08.2024,1,2,2024
814761,1,15.03.2024,31.01.2024,1820,0,,,,,,15.04.2025,15.03.2024,1,2,2024
812483,1,15.02.2024,08.01.2024,50000,0,,,,,,15.04.2025,15.02.2024,1,3,2024
822689,1,17.06.2024,04.04.2024,25000,0,,,,,,15.04.2025,17.06.2024,1,4,2024
822872,1,17.06.2024,10.05.2024,100000,0,,,,,,15.04.2025,17.06.2024,1,1,2024
820752,1,16.05.2024,04.04.2024,3050,0,,,,,,15.04.2025,16.05.2024,1,3,2024
832929,1,07.10.2024,11.05.2022,104284,1,3,,,,,15.04.2025,07.10.2024,1,2,2024
815218,1,15.03.2024,23.01.2024,65000,0,,,,,,15.04.2025,15.03.2024,1,3,2024
828530,1,15.08.2024,02.07.2024,4321.43,0,,,,,,15.04.2025,15.08.2024,1,3,2024
820686,1,16.05.2024,09.04.2024,258000,0,,,,,,15.04.2025,16.05.2024,1,1,2024
887101,2,17.12.2024,08.10.2024,150000,1,4,,,,,15.04.2025,17.12.2024,1,2,2024
831269,1,09.09.2024,18.07.2024,98000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
834382,1,16.10.2024,03.09.2024,90000,0,,,,,,15.04.2025,16.10.2024,1,4,2024
882560,1,15.11.2024,03.07.2024,6230,0,,,,,,15.04.2025,15.11.2024,1,2,2024
827978,1,15.08.2024,19.06.2024,29500,0,,,,,,15.04.2025,15.08.2024,1,1,2024
821610,1,03.06.2024,06.09.2023,192416,1,3,,,,,15.04.2025,04.06.2024,1,1,2024
890076,1,22.12.2024,12.04.2024,190000,0,,,,,,15.04.2025,22.12.2024,1,2,2024
828927,1,15.08.2024,02.07.2024,5000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
826068,1,17.07.2024,27.03.2024,5061.6,0,,,,,,15.04.2025,17.07.2024,1,2,2024
826340,1,17.07.2024,13.06.2024,163000,0,,,,,,15.04.2025,17.07.2024,1,2,2024
831145,1,09.09.2024,31.07.2024,400000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
825535,3,16.07.2024,27.05.2024,56500,0,,,,,,15.04.2025,16.07.2024,1,3,2024
813906,1,06.03.2024,11.11.2022,190143.07,1,3,,,,,15.04.2025,06.03.2024,1,2,2024
888195,1,21.12.2024,13.12.2023,21403.2,0,,,,,,15.04.2025,21.12.2024,1,2,2024
888969,1,21.12.2024,22.01.2024,60000,0,,,,,,15.04.2025,21.12.2024,1,3,2024
821188,3,16.05.2024,19.04.2024,8398.9,0,,,,,,15.04.2025,16.05.2024,1,3,2024
826375,1,17.07.2024,11.06.2024,225000,0,,,,,,15.04.2025,17.07.2024,1,2,2024
817347,1,15.04.2024,31.01.2024,36000,0,,,,,,15.04.2025,15.04.2024,1,2,2024
883816,1,19.11.2024,03.10.2024,250000,0,,,,,,15.04.2025,19.11.2024,1,1,2024
819683,1,15.05.2024,25.03.2024,7500,0,,,,,,15.04.2025,15.05.2024,1,2,2024
834437,1,16.10.2024,07.09.2024,25000,0,,,,,,15.04.2025,16.10.2024,1,1,2024
882870,1,18.11.2024,24.09.2024,20000,0,,,,,,15.04.2025,18.11.2024,1,3,2024
809274,3,17.01.2024,15.12.2023,236401.82,0,,,,,,15.04.2025,17.01.2024,1,3,2024
825334,1,16.07.2024,29.05.2024,34000,0,,,,,,15.04.2025,16.07.2024,1,2,2024
828825,1,15.08.2024,03.07.2024,100,0,,,,,,15.04.2025,15.08.2024,1,3,2024
823176,1,17.06.2024,13.05.2024,11000,0,,,,,,15.04.2025,17.06.2024,1,3,2024
889736,1,21.12.2024,19.02.2024,6150,0,,,,,,15.04.2025,21.12.2024,1,2,2024
886005,1,16.12.2024,26.10.2024,104000,0,,,,,,15.04.2025,16.12.2024,1,3,2024
809810,1,18.01.2024,06.12.2023,171000,0,,,,,,15.04.2025,18.01.2024,1,1,2024
810095,1,18.01.2024,14.12.2023,42822,0,,,,,,15.04.2025,18.01.2024,1,2,2024
812118,1,15.02.2024,10.01.2024,8800,0,,,,,,15.04.2025,15.02.2024,1,2,2024
812485,2,15.02.2024,18.01.2024,62550,0,,,,,,15.04.2025,15.02.2024,1,1,2024
818505,1,16.04.2024,20.03.2024,14500,0,,,,,,15.04.2025,16.04.2024,1,1,2024
820324,1,15.05.2024,08.04.2024,3000,0,,,,,,15.04.2025,15.05.2024,1,3,2024
885225,1,15.12.2024,31.07.2024,603.5,0,,,,,,15.04.2025,15.12.2024,1,3,2024
886786,1,16.12.2024,18.11.2024,20000,0,,,,,,15.04.2025,16.12.2024,1,2,2024
815807,1,16.03.2024,12.02.2024,13000,0,,,,,,15.04.2025,16.03.2024,1,1,2024
821001,1,16.05.2024,17.04.2024,227000,0,,,,,,15.04.2025,16.05.2024,1,1,2024
822745,1,17.06.2024,07.05.2024,14000,0,,,,,,15.04.2025,17.06.2024,1,3,2024
822997,1,17.06.2024,18.04.2024,500,0,,,,,,15.04.2025,17.06.2024,1,2,2024
815600,1,15.03.2024,12.02.2024,10000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
827762,1,15.08.2024,20.05.2024,212000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
887005,1,17.12.2024,22.11.2024,70000,0,,,,,,15.04.2025,17.12.2024,1,1,2024
825309,1,16.07.2024,28.05.2024,130000,0,,,,,,15.04.2025,16.07.2024,1,1,2024
811152,1,15.02.2024,08.12.2023,180000,0,,,,,,15.04.2025,15.02.2024,1,2,2024
830781,1,09.09.2024,02.07.2024,12000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
885976,1,16.12.2024,24.10.2024,150000,0,,,,,,15.04.2025,16.12.2024,1,1,2024
829440,1,15.08.2024,28.05.2024,39000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
832627,1,26.09.2024,01.07.2022,180000,1,3,,,,,15.04.2025,26.09.2024,1,2,2024
889803,1,21.12.2024,14.02.2024,9000,0,,,,,,15.04.2025,21.12.2024,1,2,2024
828850,1,15.08.2024,22.05.2024,4650,0,,,,,,15.04.2025,15.08.2024,1,2,2024
882715,1,15.11.2024,12.09.2024,20000,0,,,,,,15.04.2025,15.11.2024,1,2,2024
889728,1,21.12.2024,14.02.2024,720,0,,,,,,15.04.2025,21.12.2024,1,2,2024
820276,1,15.05.2024,04.04.2024,130000,0,,,,,,15.04.2025,15.05.2024,1,2,2024
883768,1,19.11.2024,07.10.2024,240000,0,,,,,,15.04.2025,19.11.2024,1,2,2024
815032,1,15.03.2024,23.12.2023,60000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
810925,2,12.02.2024,07.02.2024,71008.88,1,4,,,,,15.04.2025,12.02.2024,1,2,2024
819636,1,15.05.2024,13.03.2024,6320.8,0,,,,,,15.04.2025,15.05.2024,1,2,2024
808116,2,04.01.2024,22.12.2023,2310070,1,4,,,,,15.04.2025,04.01.2024,1,2,2024
819348,1,15.05.2024,23.02.2024,189.54,0,,,,,,15.04.2025,15.05.2024,1,3,2024
876595,1,12.11.2024,11.10.2024,424407.5,1,4,,,,,15.04.2025,12.11.2024,1,1,2024
889856,1,21.12.2024,22.01.2024,100,0,,,,,,15.04.2025,21.12.2024,1,3,2024
814775,1,15.03.2024,29.01.2024,90000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
831761,1,10.09.2024,01.08.2024,12000,0,,,,,,15.04.2025,10.09.2024,1,2,2024
831700,1,10.09.2024,12.08.2024,74200,0,,,,,,15.04.2025,10.09.2024,1,1,2024
883585,1,19.11.2024,08.10.2024,160000,0,,,,,,15.04.2025,19.11.2024,1,1,2024
886291,1,16.12.2024,06.11.2024,102000,0,,,,,,15.04.2025,16.12.2024,1,2,2024
886562,1,16.12.2024,13.11.2024,800,0,,,,,,15.04.2025,16.12.2024,1,2,2024
815359,1,15.03.2024,03.02.2024,40000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
828760,1,15.08.2024,02.07.2024,15000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
886231,1,16.12.2024,24.10.2024,200000,0,,,,,,15.04.2025,16.12.2024,1,4,2024
889338,1,21.12.2024,09.02.2024,16000,0,,,,,,15.04.2025,21.12.2024,1,2,2024
822342,1,17.06.2024,15.04.2024,1000,0,,,,,,15.04.2025,17.06.2024,1,2,2024
891309,1,30.12.2024,04.11.2024,2741.34,1,4,,,,,15.04.2025,30.12.2024,1,2,2024
812633,1,15.02.2024,16.01.2024,145000,0,,,,,,15.04.2025,15.02.2024,1,2,2024
822546,1,17.06.2024,18.04.2024,7000,0,,,,,,15.04.2025,17.06.2024,1,2,2024
814911,1,15.03.2024,05.02.2024,55000,0,,,,,,15.04.2025,15.03.2024,1,3,2024
824821,1,16.07.2024,19.04.2024,230000,0,,,,,,15.04.2025,16.07.2024,1,2,2024
882885,2,18.11.2024,19.09.2024,20820.53,0,,,,,,15.04.2025,18.11.2024,1,3,2024
814343,1,15.03.2024,10.01.2024,248000,0,,,,,,15.04.2025,15.03.2024,1,1,2024
884119,1,19.11.2024,15.10.2024,125000,0,,,,,,15.04.2025,19.11.2024,1,1,2024
886976,1,17.12.2024,20.11.2024,150000,0,,,,,,15.04.2025,17.12.2024,1,1,2024
820233,1,15.05.2024,02.04.2024,1346,0,,,,,,15.04.2025,15.05.2024,1,2,2024
820613,1,16.05.2024,05.04.2024,10000,0,,,,,,15.04.2025,16.05.2024,1,2,2024
889862,1,21.12.2024,03.01.2024,6500,0,,,,,,15.04.2025,21.12.2024,1,2,2024
883607,1,19.11.2024,24.09.2024,9720,0,,,,,,15.04.2025,19.11.2024,1,3,2024
827102,1,31.07.2024,15.11.2021,211256,1,3,,,IZROČITEV MAREC 2024,,15.04.2025,31.07.2024,1,1,2024
882286,1,15.11.2024,05.04.2023,295000,0,,,,,,15.04.2025,15.11.2024,1,4,2024
830161,1,04.09.2024,06.08.2024,111264,1,4,,,"Prodaja nepremičnin na podlagi konkretne pogodbe je predmet obdavčitve z DDV v skladu s 45. členom ZDDV-1, saj je bil predmet te pogodbe tudi pisni dogovor o obdavčitvi predmetne prodaje. V skladu s c) točko 76.a člena ZDDV-1 bo kupec od zneska kupnine 91.200,00 EUR obračunal in plačal 22% DDV, ki znaša 20.064,00 EUR, in sicer na način, da bo kupec opravili v svojih davčnih evidencah t.i. samoobdavčitev.",,15.04.2025,04.09.2024,1,2,2024
830310,1,09.09.2024,11.03.2024,40000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
817569,1,15.04.2024,29.02.2024,1256.4,0,,,,,,15.04.2025,15.04.2024,1,3,2024
817736,1,15.04.2024,04.03.2024,12000,0,,,,,,15.04.2025,15.04.2024,1,1,2024
811554,1,15.02.2024,20.12.2023,150000,0,,,,,,15.04.2025,15.02.2024,1,1,2024
828463,2,15.08.2024,31.05.2024,115000,0,,,,,,15.04.2025,15.08.2024,1,1,2024
886258,1,16.12.2024,18.10.2024,60000,0,,,,,,15.04.2025,16.12.2024,1,1,2024
889795,1,21.12.2024,20.02.2024,255000,0,,,,,,15.04.2025,21.12.2024,1,1,2024
826289,1,17.07.2024,03.06.2024,54000,0,,,,,,15.04.2025,17.07.2024,1,2,2024
885542,2,16.12.2024,16.10.2024,2096,0,,,,,,15.04.2025,16.12.2024,1,2,2024
833662,1,15.10.2024,09.09.2024,1570.19,1,4,,,,,15.04.2025,15.10.2024,1,2,2024
886604,1,16.12.2024,13.11.2024,130000,0,,,,,,15.04.2025,16.12.2024,1,1,2024
819630,1,15.05.2024,26.03.2024,169000,0,,,,,,15.04.2025,15.05.2024,1,1,2024
826566,1,17.07.2024,10.02.2024,25200,0,,,,,,15.04.2025,17.07.2024,1,2,2024
827565,1,09.08.2024,23.07.2024,33001,1,4,,,,,15.04.2025,09.08.2024,1,2,2024
819827,1,15.05.2024,22.02.2024,85000,0,,,,,,15.04.2025,15.05.2024,1,2,2024
815923,1,18.03.2024,07.02.2024,29943.1,0,,,,,,15.04.2025,18.03.2024,1,2,2024
813811,1,04.03.2024,13.12.2023,25000,1,4,,,,,11.03.2024,04.03.2024,1,5,2024
819412,1,15.05.2024,09.03.2024,5000,0,,,,,,15.04.2025,15.05.2024,1,3,2024
832255,1,30.09.2024,20.02.2023,157161,1,3,,,,,15.04.2025,30.09.2024,1,2,2024
811766,1,15.02.2024,29.12.2023,189700,0,,,,,,15.04.2025,15.02.2024,1,2,2024
833887,1,16.10.2024,23.08.2024,10000,0,,,,,,15.04.2025,16.10.2024,1,2,2024
811096,1,15.02.2024,01.12.2023,129921.39,0,,,,,,15.04.2025,15.02.2024,1,1,2024
791801,1,23.01.2024,14.11.2023,97000,0,,,,,,15.04.2025,23.01.2024,1,1,2024
817326,1,15.04.2024,28.02.2024,7000,0,,,,,,15.04.2025,15.04.2024,1,2,2024
809415,1,17.01.2024,29.11.2023,5000,0,,,,,,15.04.2025,17.01.2024,1,3,2024
810373,1,24.01.2024,24.11.2023,300000,0,,,,,,15.04.2025,24.01.2024,1,2,2024
820311,1,15.05.2024,29.03.2024,3427,0,,,,,,15.04.2025,15.05.2024,1,2,2024
831833,1,10.09.2024,19.08.2024,30000,0,,,,,,15.04.2025,10.09.2024,1,3,2024
824686,1,16.07.2024,13.07.2022,329000,1,3,,,V POGODBI JE ENO ZUNANJE PARKIRNO MESTO,,15.04.2025,18.07.2024,1,1,2024
887004,1,17.12.2024,22.11.2024,180000,0,,,,,,15.04.2025,17.12.2024,1,2,2024
811214,3,15.02.2024,14.12.2023,10032.46,0,,,,,,15.04.2025,15.02.2024,1,2,2024
823257,1,17.06.2024,29.02.2024,452,0,,,,,,15.04.2025,17.06.2024,1,2,2024
823160,1,17.06.2024,13.05.2024,135000,0,,,,,,15.04.2025,17.06.2024,1,1,2024
835018,1,17.10.2024,19.09.2024,100000,0,,,,,,15.04.2025,17.10.2024,1,1,2024
830682,1,09.09.2024,23.07.2024,140000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
820607,1,16.05.2024,11.03.2024,2500,0,,,,,,15.04.2025,16.05.2024,1,2,2024
814592,1,15.03.2024,30.01.2024,27000,0,,,,,,15.04.2025,15.03.2024,1,2,2024
823413,1,17.06.2024,17.05.2024,190000,0,,,,,,15.04.2025,17.06.2024,1,1,2024
815196,1,15.03.2024,30.01.2024,425500,0,,,,,,15.04.2025,15.03.2024,1,2,2024
887014,1,17.12.2024,21.11.2024,103500,0,,,,,,15.04.2025,17.12.2024,1,1,2024
822088,1,17.06.2024,05.04.2024,450000,0,,,,,,15.04.2025,17.06.2024,1,2,2024
883950,1,19.11.2024,14.10.2024,240000,0,,,,,,15.04.2025,19.11.2024,1,1,2024
822305,1,17.06.2024,07.02.2024,130,0,,,,,,15.04.2025,17.06.2024,1,3,2024
885216,1,15.12.2024,11.06.2024,184338,0,,,,,,15.04.2025,15.12.2024,1,3,2024
824457,1,09.07.2024,26.03.2024,33001,1,4,,,,,15.04.2025,09.07.2024,1,2,2024
831466,1,10.09.2024,05.08.2024,4925,0,,,,,,15.04.2025,10.09.2024,1,2,2024
829714,1,16.08.2024,03.09.2021,5429,1,4,,,,,15.04.2025,16.08.2024,1,2,2024
883759,1,19.11.2024,09.10.2024,250000,0,,,,,,15.04.2025,19.11.2024,1,1,2024
883992,1,19.11.2024,15.10.2024,1376,0,,,,,,15.04.2025,19.11.2024,1,3,2024
884082,1,19.11.2024,08.10.2024,19900,0,,,,,,15.04.2025,19.11.2024,1,4,2024
810533,1,26.01.2024,25.01.2024,53629.98,1,4,,,,,15.04.2025,26.01.2024,1,2,2024
830035,1,30.08.2024,01.08.2024,10248,1,4,,,,,15.04.2025,30.08.2024,1,2,2024
825984,1,17.07.2024,10.06.2024,133000,0,,,,,,15.04.2025,17.07.2024,1,1,2024
808646,1,15.01.2024,27.11.2023,20000,0,,,,,,15.04.2025,15.01.2024,1,1,2024
812818,1,16.02.2024,29.01.2024,4023,0,,,,,,15.04.2025,16.02.2024,1,2,2024
811063,1,15.02.2024,25.10.2023,6200,0,,,,,,15.04.2025,15.02.2024,1,2,2024
813686,1,01.03.2024,20.11.2023,331663.56,1,3,,,,,15.04.2025,01.03.2024,1,2,2024
811514,1,15.02.2024,08.12.2023,113334,0,,,,,,15.04.2025,15.02.2024,1,4,2024
820111,1,15.05.2024,28.03.2024,58000,0,,,,,,15.04.2025,15.05.2024,1,2,2024
822936,1,17.06.2024,08.05.2024,323070,0,,,,,,15.04.2025,17.06.2024,1,2,2024
808626,1,15.01.2024,14.11.2023,1750,0,,,,,,15.04.2025,15.01.2024,1,2,2024
828832,1,15.08.2024,04.07.2024,35000,0,,,,,,15.04.2025,15.08.2024,1,3,2024
832503,1,24.09.2024,02.06.2022,173125,1,3,,,,,15.04.2025,24.09.2024,1,2,2024
834820,1,17.10.2024,24.05.2024,120000,0,,,,,,15.04.2025,17.10.2024,1,3,2024
874805,1,11.11.2024,04.10.2024,16234.54,1,4,,,,,15.04.2025,11.11.2024,1,2,2024
833743,1,16.10.2024,21.08.2024,12000,0,,,,,,15.04.2025,16.10.2024,1,2,2024
886072,1,16.12.2024,30.10.2024,35500,0,,,,,,15.04.2025,16.12.2024,1,2,2024
814510,1,15.03.2024,09.01.2024,1553.87,0,,,,,,15.04.2025,15.03.2024,1,2,2024
809862,1,18.01.2024,29.11.2023,2500,0,,,,,,15.04.2025,18.01.2024,1,2,2024
889725,1,21.12.2024,06.02.2024,61000,0,,,,,,15.04.2025,21.12.2024,1,2,2024
811704,1,15.02.2024,03.01.2024,4000,0,,,,,,15.04.2025,15.02.2024,1,2,2024
822700,3,17.06.2024,24.04.2024,45000,0,,,,,,15.04.2025,17.06.2024,1,3,2024
834747,1,17.10.2024,05.09.2024,86563,0,,,,,,15.04.2025,17.10.2024,1,2,2024
818130,1,15.04.2024,13.03.2024,263000,0,,,,,,15.04.2025,15.04.2024,1,1,2024
819746,1,15.05.2024,25.03.2024,14900,0,,,,,,15.04.2025,15.05.2024,1,3,2024
831378,1,10.09.2024,05.08.2024,5680,0,,,,,,15.04.2025,10.09.2024,1,2,2024
830537,2,09.09.2024,05.07.2024,38000,0,,,,,,15.04.2025,09.09.2024,1,2,2024
885426,1,15.12.2024,18.10.2024,112000,0,,,,,,15.04.2025,15.12.2024,1,4,2024
814566,1,15.03.2024,26.01.2024,25000,0,,,,,,15.04.2025,15.03.2024,1,1,2024
817149,1,15.04.2024,30.01.2024,180000,0,,,,,,15.04.2025,15.04.2024,1,4,2024
828854,1,15.08.2024,20.06.2024,900,0,,,,,,15.04.2025,15.08.2024,1,2,2024
831033,1,09.09.2024,30.07.2024,17407,0,,,,,,15.04.2025,09.09.2024,1,2,2024
811087,1,15.02.2024,16.11.2023,350,0,,,,,,15.04.2025,15.02.2024,1,3,2024
818503,1,16.04.2024,21.03.2024,250000,0,,,,,,15.04.2025,16.04.2024,1,2,2024
828299,1,15.08.2024,21.06.2024,1000,0,,,,,,15.04.2025,15.08.2024,1,2,2024
819407,1,15.05.2024,11.03.2024,13500,0,,,,,,15.04.2025,15.05.2024,1,2,2024
