model_name,split,mae_log,rmse_log,r2_log,mae_eur_m2,rmse_eur_m2,r2_eur_m2
Model_B_with_trznost,train+valid,0.11702398891584845,0.16396839312408384,0.9127483911367609,218.32317215470994,314.07481340034496,0.9193545862793993
Model_B_with_trznost,test,0.2976672916867093,0.3778178745277265,0.4457410926563423,677.3906181870271,864.2065184180103,0.5375208105375126
